year,time_period,time_identifier,geographic_level,country_code,country,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_a_grade_achieved,perc_b_grade_achieved,perc_c_grade_achieved,perc_d_grade_achieved,perc_e_grade_achieved,other,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2001,200001,Academic year,National,E92000001,England,Final,Government and politics,All students,NA,22.3,22.5,22.3,16.2,9.3,7.5,22,45,67,83,93,7143
2001,200001,Academic year,National,E92000001,England,Final,Government and politics,Female,NA,23,23.5,21.4,15.4,8.7,8.1,23,46,68,83,92,3032
2001,200001,Academic year,National,E92000001,England,Final,Government and politics,Male,NA,21.7,21.7,23,16.8,9.8,7,22,43,66,83,93,4111
2001,200001,Academic year,National,E92000001,England,Final,German,All students,NA,29.4,20.3,18.7,14.9,10.1,6.7,29,50,68,83,93,7607
2001,200001,Academic year,National,E92000001,England,Final,German,Female,NA,27.3,20.1,18.8,15.8,10.6,7.4,27,47,66,82,93,5083
2001,200001,Academic year,National,E92000001,England,Final,German,Male,NA,33.5,20.6,18.6,12.9,9.1,5.3,34,54,73,86,95,2524
2001,200001,Academic year,National,E92000001,England,Final,Geography,All students,NA,19.2,22.4,22.5,17.8,10.9,7.2,19,42,64,82,93,33106
2001,200001,Academic year,National,E92000001,England,Final,Geography,Female,NA,23.1,23.4,22.3,15.9,9.3,6,23,46,69,85,94,15201
2001,200001,Academic year,National,E92000001,England,Final,Geography,Male,NA,15.9,21.6,22.7,19.3,12.3,8.2,16,38,60,80,92,17905
2001,200001,Academic year,National,E92000001,England,Final,General studies,All students,NA,13.1,16.1,19.3,20.5,16,15,13,29,49,69,85,90979
2001,200001,Academic year,National,E92000001,England,Final,General studies,Female,NA,12.3,15.7,19.4,20.9,16.7,15.1,12,28,47,68,85,47521
2001,200001,Academic year,National,E92000001,England,Final,General studies,Male,NA,14,16.6,19.2,20.1,15.2,14.9,14,31,50,70,85,43458
2001,200001,Academic year,National,E92000001,England,Final,Further mathematics,All students,NA,51.3,18.2,12.5,8.6,5,4.4,51,70,82,91,96,5063
2001,200001,Academic year,National,E92000001,England,Final,Further mathematics,Female,NA,52.8,18.8,12.3,8.3,4.8,3.1,53,72,84,92,97,1326
2001,200001,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,50.8,17.9,12.5,8.7,5.1,4.9,51,69,81,90,95,3737
2001,200001,Academic year,National,E92000001,England,Final,French,All students,NA,25,20.5,19.4,16.1,10.9,8.1,25,45,65,81,92,15393
2001,200001,Academic year,National,E92000001,England,Final,French,Female,NA,23.9,20.1,19.4,16.4,11.6,8.6,24,44,63,80,91,10698
2001,200001,Academic year,National,E92000001,England,Final,French,Male,NA,27.4,21.6,19.5,15.3,9.3,6.9,27,49,68,84,93,4695
2001,200001,Academic year,National,E92000001,England,Final,Economics,All students,NA,22.4,18.9,20.2,17.5,11.2,9.8,22,41,62,79,90,16928
2001,200001,Academic year,National,E92000001,England,Final,Economics,Female,NA,22.5,18.4,20.2,17.4,11.1,10.4,22,41,61,78,90,5698
2001,200001,Academic year,National,E92000001,England,Final,Economics,Male,NA,22.4,19.1,20.2,17.6,11.2,9.5,22,41,62,79,90,11230
2001,200001,Academic year,National,E92000001,England,Final,Drama,All students,NA,14.9,17.7,29.2,20.7,10.8,6.8,15,33,62,82,93,11785
2001,200001,Academic year,National,E92000001,England,Final,Drama,Female,NA,16.4,18.4,28.9,20.1,10.1,6,16,35,64,84,94,8610
2001,200001,Academic year,National,E92000001,England,Final,Drama,Male,NA,10.7,15.8,30,22.1,12.6,8.7,11,26,56,79,91,3175
2001,200001,Academic year,National,E92000001,England,Final,Design & technology,All students,NA,15.1,16.8,25.4,21.4,12.9,8.3,15,32,57,79,92,13781
2001,200001,Academic year,National,E92000001,England,Final,Design & technology,Female,NA,16.8,19.8,27.9,19,10.7,5.8,17,37,64,84,94,4100
2001,200001,Academic year,National,E92000001,England,Final,Design & technology,Male,NA,14.3,15.6,24.4,22.4,13.9,9.4,14,30,54,77,91,9681
2001,200001,Academic year,National,E92000001,England,Final,Computer science,All students,NA,10.4,13.3,18.9,20.8,16.9,19.8,10,24,43,63,80,10913
2001,200001,Academic year,National,E92000001,England,Final,Computer science,Female,NA,7.2,12.9,20.1,19,18.7,22.1,7,20,40,59,78,1551
2001,200001,Academic year,National,E92000001,England,Final,Computer science,Male,NA,10.9,13.3,18.7,21.1,16.6,19.4,11,24,43,64,81,9362
2001,200001,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,26.5,21.9,18.6,14.1,10.4,8.5,26,48,67,81,92,33871
2001,200001,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,27.4,23.1,18.8,13.4,9.8,7.5,27,50,69,83,92,16747
2001,200001,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,25.6,20.8,18.4,14.8,11,9.4,26,46,65,80,91,17124
2001,200001,Academic year,National,E92000001,England,Final,Business studies,All students,NA,11,21.3,26,20.8,12.1,8.8,11,32,58,79,91,30840
2001,200001,Academic year,National,E92000001,England,Final,Business studies,Female,NA,11.7,21.5,25.8,19.9,12.2,8.9,12,33,59,79,91,13800
2001,200001,Academic year,National,E92000001,England,Final,Business studies,Male,NA,10.4,21.1,26.2,21.5,12,8.7,10,32,58,79,91,17040
2001,200001,Academic year,National,E92000001,England,Final,Biology,All students,NA,18.7,20.1,19.9,17,13.7,10.6,19,39,59,76,89,44592
2001,200001,Academic year,National,E92000001,England,Final,Biology,Female,NA,19.9,20.9,19.9,16.8,12.8,9.7,20,41,61,78,90,27567
2001,200001,Academic year,National,E92000001,England,Final,Biology,Male,NA,16.7,18.6,19.9,17.4,15.2,12.1,17,35,55,73,88,17025
2001,200001,Academic year,National,E92000001,England,Final,Art & design,All students,NA,25.6,20.8,24.7,16.3,7.8,4.9,26,46,71,87,95,35337
2001,200001,Academic year,National,E92000001,England,Final,Art & design,Female,NA,27.1,22.2,25.1,15.2,6.6,3.8,27,49,74,90,96,22933
2001,200001,Academic year,National,E92000001,England,Final,Art & design,Male,NA,22.7,18.1,23.9,18.4,9.9,6.9,23,41,65,83,93,12404
2001,200001,Academic year,National,E92000001,England,Final,Accounting and finance,All students,NA,10.2,17.2,15.6,16.6,13.8,26.7,10,27,43,60,73,1956
2001,200001,Academic year,National,E92000001,England,Final,Accounting and finance,Female,NA,9.7,15.3,16,17.8,15.3,25.8,10,25,41,59,74,782
2001,200001,Academic year,National,E92000001,England,Final,Accounting and finance,Male,NA,10.5,18.4,15.4,15.8,12.7,27.3,10,29,44,60,73,1174
2002,200102,Academic year,National,E92000001,England,Final,Total subjects,All students,NA,20.5,21.8,22.8,18.5,11.1,5.2,20,42,65,84,95,645033
2002,200102,Academic year,National,E92000001,England,Final,Total subjects,Female,NA,21.6,23.1,23.4,17.8,9.8,4.2,22,45,68,86,96,345154
2002,200102,Academic year,National,E92000001,England,Final,Total subjects,Male,NA,19.2,20.2,22.2,19.4,12.6,6.4,19,39,62,81,94,299879
2002,200102,Academic year,National,E92000001,England,Final,Total Music,All students,NA,21.2,23.6,24.8,18.5,9.1,2.8,21,45,70,88,97,6767
2002,200102,Academic year,National,E92000001,England,Final,Total Music,Female,NA,22.8,24.9,25,17.1,8.1,2,23,48,73,90,98,3567
2002,200102,Academic year,National,E92000001,England,Final,Total Music,Male,NA,19.4,22,24.5,20.1,10.3,3.7,19,41,66,86,96,3200
2002,200102,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,32,25,20,13,7,3,32,57,77,90,97,28256
2002,200102,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,31,25,20,13,8,3,31,56,76,90,97,18715
2002,200102,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,NA,34,25,19,12,7,3,34,58,78,90,97,9541
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,36,20.2,16.7,12.8,8.6,5.8,36,56,73,86,94,44156
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,39,21.5,16.6,11.7,7.1,4.2,39,61,77,89,96,16381
2002,200102,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,34.2,19.5,16.7,13.4,9.5,6.7,34,54,70,84,93,27775
2002,200102,Academic year,National,E92000001,England,Final,Total English,All students,NA,18.4,24,27.1,20.5,8.2,1.8,18,42,70,90,98,72495
2002,200102,Academic year,National,E92000001,England,Final,Total English,Female,NA,18.6,24.5,27.4,20.2,7.8,1.6,19,43,70,91,98,50272
2002,200102,Academic year,National,E92000001,England,Final,Total English,Male,NA,18.2,23,26.5,21,9,2.3,18,41,68,89,98,22223
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,32.2,27.9,22.5,11.4,4.7,1.3,32,60,83,94,99,4944
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,32,29.3,23.4,11,3.4,1,32,61,85,96,99,2819
2002,200102,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,32.6,26.1,21.4,12,6.4,1.6,33,59,80,92,98,2125
2002,200102,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,28,20,18,15,11,7,28,49,67,82,94,163574
2002,200102,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,30,22,19,15,10,5,30,51,70,85,95,69381
2002,200102,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,27,19,18,16,12,7,27,47,65,81,93,94193
2002,200102,Academic year,National,E92000001,England,Final,Spanish,All students,NA,30.8,26.3,20.5,12.5,7.3,2.6,31,57,78,90,97,4430
2002,200102,Academic year,National,E92000001,England,Final,Spanish,Female,NA,30,25.9,21.4,12.7,7.5,2.5,30,56,77,90,98,3059
2002,200102,Academic year,National,E92000001,England,Final,Spanish,Male,NA,32.6,27.1,18.6,12,6.8,2.9,33,60,78,90,97,1371
2002,200102,Academic year,National,E92000001,England,Final,Sociology,All students,NA,15.6,22.5,25.4,19.6,11.6,5.3,16,38,64,83,95,20085
2002,200102,Academic year,National,E92000001,England,Final,Sociology,Female,NA,16.6,23.3,25.5,18.9,10.9,4.8,17,40,65,84,95,15457
2002,200102,Academic year,National,E92000001,England,Final,Sociology,Male,NA,12.3,19.7,25,22.1,14,6.9,12,32,57,79,93,4628
2002,200102,Academic year,National,E92000001,England,Final,Religious studies,All students,NA,21.8,27.9,24.7,15.6,7.1,2.9,22,50,74,90,97,8607
2002,200102,Academic year,National,E92000001,England,Final,Religious studies,Female,NA,21.9,28,24.9,15.9,6.7,2.7,22,50,75,91,97,6167
2002,200102,Academic year,National,E92000001,England,Final,Religious studies,Male,NA,21.7,27.6,24.2,15,8,3.6,22,49,74,88,96,2440
2002,200102,Academic year,National,E92000001,England,Final,Psychology,All students,NA,15.9,20.8,22.9,20.4,13.7,6.4,16,37,60,80,94,32008
2002,200102,Academic year,National,E92000001,England,Final,Psychology,Female,NA,17.9,22.1,23.1,19.3,12.3,5.4,18,40,63,82,95,24672
2002,200102,Academic year,National,E92000001,England,Final,Psychology,Male,NA,9.1,16.5,22.2,23.9,18.2,10,9,26,48,72,90,7336
2002,200102,Academic year,National,E92000001,England,Final,Physics,All students,NA,26.9,20.4,18.5,16.1,11.7,6.4,27,47,66,82,94,27860
2002,200102,Academic year,National,E92000001,England,Final,Physics,Female,NA,32.1,22.8,18.3,14.6,8.3,3.9,32,55,73,88,96,6319
2002,200102,Academic year,National,E92000001,England,Final,Physics,Male,NA,25.4,19.7,18.6,16.6,12.7,7.1,25,45,64,80,93,21541
2002,200102,Academic year,National,E92000001,England,Final,Physical education,All students,NA,12.5,18.1,24.8,24.1,15.5,4.9,12,31,55,80,95,16655
2002,200102,Academic year,National,E92000001,England,Final,Physical education,Female,NA,19.3,21.2,24.7,20,11.3,3.6,19,40,65,85,96,6633
2002,200102,Academic year,National,E92000001,England,Final,Physical education,Male,NA,8,16,25,26.9,18.3,5.8,8,24,49,76,94,10022
2002,200102,Academic year,National,E92000001,England,Final,Other social studies,All students,NA,16.8,24.7,22.4,18.7,11.3,6.1,17,42,64,83,94,1613
2002,200102,Academic year,National,E92000001,England,Final,Other social studies,Female,NA,18.6,24.8,21.6,19.1,10.1,5.8,19,43,65,84,94,843
2002,200102,Academic year,National,E92000001,England,Final,Other social studies,Male,NA,14.8,24.7,23.2,18.3,12.6,6.4,15,40,63,81,94,770
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,All students,NA,20.3,19.9,20.7,20.1,13,5.9,20,40,61,81,94,3740
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,Female,NA,20.1,19.6,21.7,20.2,12.2,6.3,20,40,61,82,94,1226
2002,200102,Academic year,National,E92000001,England,Final,Other sciences,Male,NA,20.4,20.1,20.2,20,13.5,5.8,20,40,61,81,94,2514
2002,200102,Academic year,National,E92000001,England,Final,Other communication studies,All students,NA,12.5,26.8,32.5,18.9,6.8,2.5,12,39,72,91,98,6949
2002,200102,Academic year,National,E92000001,England,Final,Other communication studies,Female,NA,13.3,28.7,32.4,18.3,5.5,1.9,13,42,74,93,98,4692
2002,200102,Academic year,National,E92000001,England,Final,Other communication studies,Male,NA,10.9,22.9,32.6,20.2,9.7,3.6,11,34,66,87,96,2257
2002,200102,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,44.7,28,15.3,6.2,2.3,3.4,45,73,88,94,97,3860
2002,200102,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,46.9,28.6,14.4,5.1,1.8,3.3,47,75,90,95,97,2178
2002,200102,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,41.9,27.2,16.6,7.7,2.9,3.6,42,69,86,93,96,1682
2002,200102,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,11.1,23.9,32.3,22.7,8,2,11,35,67,90,98,16748
2002,200102,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,13,26,31.8,21.1,6.5,1.6,13,39,71,92,98,9715
2002,200102,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,8.4,20.9,33,24.9,10,2.7,8,29,62,87,97,7033
2002,200102,Academic year,National,E92000001,England,Final,Law,All students,NA,14.5,19.2,21.1,20.2,15.4,9.8,14,34,55,75,90,8506
2002,200102,Academic year,National,E92000001,England,Final,Law,Female,NA,16.2,19.8,21.8,19.7,14.1,8.5,16,36,58,77,92,5114
2002,200102,Academic year,National,E92000001,England,Final,Law,Male,NA,11.9,18.2,20,20.9,17.4,11.6,12,30,50,71,88,3392
2002,200102,Academic year,National,E92000001,England,Final,ICT,All students,NA,6,13.1,21.6,26.7,21.6,11,6,19,41,67,89,15037
2002,200102,Academic year,National,E92000001,England,Final,ICT,Female,NA,7.4,14.4,22.8,26.5,20.4,8.5,7,22,45,71,92,5224
2002,200102,Academic year,National,E92000001,England,Final,ICT,Male,NA,5.3,12.4,20.9,26.7,22.3,12.4,5,18,39,65,88,9813
2002,200102,Academic year,National,E92000001,England,Final,Home economics,All students,NA,13.9,20.4,27.5,19.5,12.4,6.2,14,34,62,81,94,691
2002,200102,Academic year,National,E92000001,England,Final,Home economics,Female,NA,14.3,20.9,27.6,19.2,12.3,5.6,14,35,63,82,94,656
2002,200102,Academic year,National,E92000001,England,Final,Home economics,Male,NA,NA,11.4,25.7,25.7,14.3,17.1,NA,NA,NA,NA,NA,35
2002,200102,Academic year,National,E92000001,England,Final,History,All students,NA,20.5,25.4,24.5,17.6,9.2,2.7,20,46,70,88,97,35513
2002,200102,Academic year,National,E92000001,England,Final,History,Female,NA,21.7,25.9,24.1,17,8.8,2.5,22,48,72,89,98,18332
2002,200102,Academic year,National,E92000001,England,Final,History,Male,NA,19.3,24.8,25,18.3,9.7,2.9,19,44,69,87,97,17181
2002,200102,Academic year,National,E92000001,England,Final,Government and politics,All students,NA,26.7,26.4,21.5,14.8,7.7,3,27,53,75,89,97,7228
2002,200102,Academic year,National,E92000001,England,Final,Government and politics,Female,NA,28.7,26.9,20.8,13,7.6,2.9,29,56,76,89,97,3033
2002,200102,Academic year,National,E92000001,England,Final,Government and politics,Male,NA,25.2,26.1,21.9,16.1,7.7,3,25,51,73,89,97,4195
2002,200102,Academic year,National,E92000001,England,Final,German,All students,NA,30.3,22.4,20,14.9,9.5,2.8,30,53,73,88,97,6367
2002,200102,Academic year,National,E92000001,England,Final,German,Female,NA,29,22.9,20.1,15.6,9.7,2.7,29,52,72,88,97,4175
2002,200102,Academic year,National,E92000001,England,Final,German,Male,NA,32.8,21.4,19.9,13.6,9.3,3.1,33,54,74,88,97,2192
2002,200102,Academic year,National,E92000001,England,Final,Geography,All students,NA,20.2,25,24.9,18.3,9.1,2.5,20,45,70,88,97,31067
2002,200102,Academic year,National,E92000001,England,Final,Geography,Female,NA,25,26.7,24.1,15.3,7.1,1.8,25,52,76,91,98,14066
2002,200102,Academic year,National,E92000001,England,Final,Geography,Male,NA,16.3,23.5,25.5,20.7,10.9,3.2,16,40,65,86,97,17001
2002,200102,Academic year,National,E92000001,England,Final,General studies,All students,NA,12,16.3,21.1,22.1,17,11.5,12,28,49,72,88,58521
2002,200102,Academic year,National,E92000001,England,Final,General studies,Female,NA,12.7,16.8,21.8,22.1,16.4,10.2,13,30,51,73,90,30442
2002,200102,Academic year,National,E92000001,England,Final,General studies,Male,NA,11.2,15.6,20.4,22.1,17.7,12.9,11,27,47,69,87,28079
2002,200102,Academic year,National,E92000001,England,Final,Further mathematics,All students,NA,63,16.4,9.4,5.6,3.2,2.4,63,79,89,94,98,4498
2002,200102,Academic year,National,E92000001,England,Final,Further mathematics,Female,NA,66.2,16.2,8.5,4.7,2.6,1.8,66,82,91,96,98,1247
2002,200102,Academic year,National,E92000001,England,Final,Further mathematics,Male,NA,61.8,16.5,9.7,6,3.4,2.6,62,78,88,94,97,3251
2002,200102,Academic year,National,E92000001,England,Final,French,All students,NA,29.4,24.8,21,14.2,7.8,2.8,29,54,75,89,97,13599
2002,200102,Academic year,National,E92000001,England,Final,French,Female,NA,28.7,24.6,21.3,14.5,8.1,2.8,29,53,75,89,97,9303
2002,200102,Academic year,National,E92000001,England,Final,French,Male,NA,30.9,25.1,20.2,13.5,7.4,2.9,31,56,76,90,97,4296
2002,200102,Academic year,National,E92000001,England,Final,Economics,All students,NA,28.1,24.6,21,14.7,8.1,3.6,28,53,74,88,97,13369
2002,200102,Academic year,National,E92000001,England,Final,Economics,Female,NA,32.1,24.3,19.4,12.8,8.1,3.3,32,56,76,89,97,4023
2002,200102,Academic year,National,E92000001,England,Final,Economics,Male,NA,26.3,24.7,21.7,15.5,8.1,3.7,26,51,73,88,96,9346
2002,200102,Academic year,National,E92000001,England,Final,Drama,All students,NA,15.8,27.2,29.2,17.9,7.6,2.3,16,43,72,90,98,12556
2002,200102,Academic year,National,E92000001,England,Final,Drama,Female,NA,17.3,28.7,28.5,17,6.8,1.7,17,46,74,92,98,9075
2002,200102,Academic year,National,E92000001,England,Final,Drama,Male,NA,12.1,23.3,30.8,20.3,9.6,4,12,35,66,86,96,3481
2002,200102,Academic year,National,E92000001,England,Final,Design & technology,All students,NA,13.3,21.5,25.1,22.2,13.1,4.7,13,35,60,82,95,14186
2002,200102,Academic year,National,E92000001,England,Final,Design & technology,Female,NA,16,25.5,26.6,19.7,9.8,2.5,16,42,68,88,98,5144
2002,200102,Academic year,National,E92000001,England,Final,Design & technology,Male,NA,11.9,19.3,24.3,23.7,15,5.9,12,31,56,79,94,9042
2002,200102,Academic year,National,E92000001,England,Final,Computer science,All students,NA,11.6,16.6,20.4,21.6,18.7,11.1,12,28,49,70,89,9329
2002,200102,Academic year,National,E92000001,England,Final,Computer science,Female,NA,11.3,17.1,21.9,21.6,18.8,9.3,11,28,50,72,91,1064
2002,200102,Academic year,National,E92000001,England,Final,Computer science,Male,NA,11.6,16.5,20.2,21.6,18.7,11.3,12,28,48,70,89,8265
2002,200102,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,28.2,23.2,19.2,14.6,9.8,5,28,51,71,85,95,32324
2002,200102,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,29.6,24.3,19.4,13.8,8.8,4.1,30,54,73,87,96,16392
2002,200102,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,26.8,22.1,18.9,15.3,10.9,5.9,27,49,68,83,94,15932
2002,200102,Academic year,National,E92000001,England,Final,Business studies,All students,NA,11.3,21.3,27.8,22.5,12.8,4.3,11,33,60,83,96,32093
2002,200102,Academic year,National,E92000001,England,Final,Business studies,Female,NA,12.9,22.8,27.6,21.1,11.6,4,13,36,63,84,96,13414
2002,200102,Academic year,National,E92000001,England,Final,Business studies,Male,NA,10.1,20.3,27.9,23.6,13.6,4.5,10,30,58,82,96,18679
2002,200102,Academic year,National,E92000001,England,Final,Biology,All students,NA,21.3,19.5,19.8,18,13.6,7.8,21,41,61,79,92,45407
2002,200102,Academic year,National,E92000001,England,Final,Biology,Female,NA,22.6,20.2,19.9,17.8,12.6,6.9,23,43,63,80,93,27978
2002,200102,Academic year,National,E92000001,England,Final,Biology,Male,NA,19.1,18.5,19.7,18.4,15.1,9.2,19,38,57,76,91,17429
2002,200102,Academic year,National,E92000001,England,Final,Art & design,All students,NA,27.1,22.9,21.6,16.1,8.2,4.1,27,50,72,88,96,31687
2002,200102,Academic year,National,E92000001,England,Final,Art & design,Female,NA,29.3,24.2,21.6,14.8,6.9,3.2,29,54,75,90,97,21691
2002,200102,Academic year,National,E92000001,England,Final,Art & design,Male,NA,22.4,19.9,21.6,18.8,11.1,6.2,22,42,64,83,94,9996
2002,200102,Academic year,National,E92000001,England,Final,Accounting and finance,All students,NA,12.1,15,17.4,20.9,19.2,15.5,12,27,44,65,85,2138
2002,200102,Academic year,National,E92000001,England,Final,Accounting and finance,Female,NA,13.8,14.1,16.9,20.1,20,15.1,14,28,45,65,85,781
2002,200102,Academic year,National,E92000001,England,Final,Accounting and finance,Male,NA,11.1,15.5,17.6,21.4,18.7,15.7,11,27,44,66,84,1357
2003,200203,Academic year,National,E92000001,England,Final,Total subjects,All students,NA,21.5,22.7,23.2,18.3,10.4,3.9,22,44,67,86,96,662670
2003,200203,Academic year,National,E92000001,England,Final,Total subjects,Female,NA,22.8,24.2,23.7,17.4,8.9,3,23,47,71,88,97,356620
2003,200203,Academic year,National,E92000001,England,Final,Total subjects,Male,NA,20.1,21,22.7,19.2,12,4.9,20,41,64,83,95,306050
2003,200203,Academic year,National,E92000001,England,Final,Total Music,All students,NA,21.2,22.2,24.9,18.7,9.7,3.2,21,43,68,87,97,7643
2003,200203,Academic year,National,E92000001,England,Final,Total Music,Female,NA,22.6,23.5,25.3,17.8,8.6,2.2,23,46,71,89,98,3849
2003,200203,Academic year,National,E92000001,England,Final,Total Music,Male,NA,19.8,20.9,24.6,19.6,10.9,4.2,20,41,65,85,96,3794
2003,200203,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,NA,34,26,19,12,6,2,34,60,79,91,98,27475
2003,200203,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,NA,33,26,19,13,6,2,33,59,78,91,98,17989
2003,200203,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,NA,36,26,18,11,6,2,36,62,80,91,98,9486
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,All students,NA,36.7,21,16.9,12.6,8.1,4.7,37,58,75,87,95,44453
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,Female,NA,39.4,22.6,16.5,11.6,6.4,3.6,39,62,78,90,97,16753
2003,200203,Academic year,National,E92000001,England,Final,Total Maths,Male,NA,35.1,20,17.1,13.2,9.1,5.5,35,55,72,85,95,27700
2003,200203,Academic year,National,E92000001,England,Final,Total English,All students,NA,19.7,24.4,27.1,19.9,7.4,1.4,20,44,71,91,99,72011
2003,200203,Academic year,National,E92000001,England,Final,Total English,Female,NA,19.6,25,27.4,19.9,6.9,1.2,20,45,72,92,99,50495
2003,200203,Academic year,National,E92000001,England,Final,Total English,Male,NA,20.2,23.2,26.4,19.9,8.4,1.9,20,43,70,90,98,21516
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,All students,NA,33.6,27.9,21,12.5,4.1,0.9,34,62,82,95,99,5316
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,Female,NA,33.7,29.7,21.6,11,3.4,0.6,34,63,85,96,99,3096
2003,200203,Academic year,National,E92000001,England,Final,Total Classical studies,Male,NA,33.5,25.5,20,14.5,5.1,1.4,34,59,79,94,99,2220
2003,200203,Academic year,National,E92000001,England,Final,STEM subjects,All students,NA,29,21,19,15,11,5,29,50,69,84,95,158684
2003,200203,Academic year,National,E92000001,England,Final,STEM subjects,Female,NA,30,23,19,14,10,4,30,53,72,86,96,67729
2003,200203,Academic year,National,E92000001,England,Final,STEM subjects,Male,NA,28,20,19,16,12,6,28,48,67,82,94,90955
2003,200203,Academic year,National,E92000001,England,Final,Spanish,All students,NA,33.8,26.9,19.2,12.4,6.2,1.6,34,61,80,92,98,4504
2003,200203,Academic year,National,E92000001,England,Final,Spanish,Female,NA,32.5,26.5,19.7,13.2,6.3,1.8,32,59,79,92,98,3071
2003,200203,Academic year,National,E92000001,England,Final,Spanish,Male,NA,36.4,27.6,18.3,10.7,5.9,1,36,64,82,93,99,1433
2003,200203,Academic year,National,E92000001,England,Final,Sociology,All students,NA,18.4,25.1,25.1,18.2,9.7,3.6,18,44,69,87,97,21068
2003,200203,Academic year,National,E92000001,England,Final,Sociology,Female,NA,19.9,25.9,25.1,17.3,8.9,2.9,20,46,71,88,97,16077
2003,200203,Academic year,National,E92000001,England,Final,Sociology,Male,NA,13.6,22.3,25,21.3,12.1,5.6,14,36,61,82,94,4991
2003,200203,Academic year,National,E92000001,England,Final,Religious studies,All students,NA,24.1,28.3,24.3,15.2,6.1,1.9,24,52,77,92,98,10173
2003,200203,Academic year,National,E92000001,England,Final,Religious studies,Female,NA,23.4,29,24.6,15.6,5.6,1.8,23,52,77,93,98,7140
2003,200203,Academic year,National,E92000001,England,Final,Religious studies,Male,NA,25.7,26.6,23.7,14.4,7.3,2.3,26,52,76,90,98,3033
2003,200203,Academic year,National,E92000001,England,Final,Psychology,All students,NA,17.5,22.7,23.7,19.5,11.8,4.8,18,40,64,83,95,37897
2003,200203,Academic year,National,E92000001,England,Final,Psychology,Female,NA,19.7,24.1,23.9,18.4,10.3,3.6,20,44,68,86,96,28808
2003,200203,Academic year,National,E92000001,England,Final,Psychology,Male,NA,10.7,18.2,23,23.2,16.4,8.5,11,29,52,75,91,9089
2003,200203,Academic year,National,E92000001,England,Final,Physics,All students,NA,27.4,21,18.5,15.9,11.8,5.3,27,48,67,83,95,26278
2003,200203,Academic year,National,E92000001,England,Final,Physics,Female,NA,32.4,23,18.4,13.3,9.6,3.4,32,55,74,87,97,5908
2003,200203,Academic year,National,E92000001,England,Final,Physics,Male,NA,26,20.4,18.6,16.7,12.5,5.8,26,46,65,82,94,20370
2003,200203,Academic year,National,E92000001,England,Final,Physical education,All students,NA,12.3,19.5,25,23.5,15.3,4.5,12,32,57,80,96,18763
2003,200203,Academic year,National,E92000001,England,Final,Physical education,Female,NA,18.8,22.9,24.9,19.6,10.7,3.2,19,42,67,86,97,7427
2003,200203,Academic year,National,E92000001,England,Final,Physical education,Male,NA,8,17.3,25.1,26,18.3,5.3,8,25,50,76,95,11336
2003,200203,Academic year,National,E92000001,England,Final,Other social studies,All students,NA,18.3,25,24,17.6,10.8,4.3,18,43,67,85,96,1933
2003,200203,Academic year,National,E92000001,England,Final,Other social studies,Female,NA,22.1,25.6,22.9,17.1,8.7,3.7,22,48,71,88,96,958
2003,200203,Academic year,National,E92000001,England,Final,Other social studies,Male,NA,14.6,24.5,25,18.1,12.9,4.9,15,39,64,82,95,975
